filename,category,status,bytes,source_url
ff69076_Screen-Shot-2024-03-20-at-4.31.38-am.png,art-flying-boxers-process,ok,2397964,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69076_Screen%20Shot%202024-03-20%20at%204.31.38%20am.png
ff6907a_Layer-1.png,art-flying-boxers-process,ok,272160,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6907a_Layer%201.png
ff6907c_Layer-1.png,art-flying-boxers-process,ok,2193449,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6907c_Layer%201.png
ff6907f_Screen-Shot-2024-03-20-at-10.38.23-am.png,art-flying-boxers-process,ok,67024,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6907f_Screen%20Shot%202024-03-20%20at%2010.38.23%20am.png
ff69051_After-the-Tone-Finn-Astle-Art-00-1-1.png,art-films-exhibited,ok,133019,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69051_After%20the%20Tone%20Finn%20Astle%20Art%20(00)%201%20(1).png
ff69047_After-the-Tone-Finn-Astle-Film.jpeg,art-films-exhibited,ok,315781,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69047_After%20the%20Tone%20Finn%20Astle%20Film.jpeg
97de5a0_Screen-Shot-2024-05-25-at-9.55.06-am.png,art-films-exhibited,ok,3420684,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/665128f64774c5a3197de5a0_Screen%20Shot%202024-05-25%20at%209.55.06%20am.png
ee4e24d_screenshot-4.png,art-films-exhibited,ok,1969523,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/6691d226f9d10ca19ee4e24d_screenshot%20(4).png
f28f992_screenshot-3.png,art-films-exhibited,ok,1355573,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/6691d23c7b542a599f28f992_screenshot%20(3).png
c02be75_screenshot-5.png,art-films-exhibited,ok,1124755,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/6691d27fd5130913fc02be75_screenshot%20(5).png
ff69049_After-the-Tone-Finn-Astle-Film-Exit.jpeg,art-films-exhibited,ok,350637,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69049_After%20the%20Tone%20Finn%20Astle%20Film%20Exit.jpeg
d22031e_screenshot-6.png,art-films-exhibited,ok,1825233,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/6691d367fa155d2c9d22031e_screenshot%20(6).png
e9d85c9_Phosphene_TG_5.jpg,art-films-exhibited,ok,130063,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/6691d60e0b795b543e9d85c9_Phosphene_TG_5.jpg
9204cb7_download-1-2.gif,art-films-exhibited,ok,4016356,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/684b73ecd0da7f77c9204cb7_download%20(1)%20(2).gif
01860ba_Untitled-21.png,art-films-exhibited,ok,273626,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5e981cadfd08bb01860ba_Untitled-21.png
d3c8c3c_Untitled-20.png,art-films-exhibited,ok,315055,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5e9818f3d0ea67d3c8c3c_Untitled-20.png
ff69037_Finn-Astle-Phosphene-Artist.png,art-films-exhibited,ok,1959588,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69037_Finn%20Astle%20Phosphene%20Artist.png
4a1c8d3_Untitled-22.png,published-writing,ok,309296,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5e981ff6b5a7cf4a1c8d3_Untitled-22.png
ff6906e_Brand_Reset_OOH_Site_1_Ettalong_Rd_Edit-scaled.webp,youi-headline,ok,164180,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6906e_Brand_Reset_OOH_Site_1_Ettalong_Rd_Edit-scaled.webp
ff69020_Summer-24_7-with-7-Eleven.-1.jpeg,seven-eleven,ok,381325,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69020_Summer%2024_7%20with%207-Eleven.%20(1).jpeg
ff69006_ezgif.com-gif-maker-3.gif,seven-eleven,ok,3770337,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69006_ezgif.com-gif-maker%20(3).gif
ff69007_ezgif.com-gif-maker-4.gif,seven-eleven,ok,2186239,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69007_ezgif.com-gif-maker%20(4).gif
ff69043_ezgif.com-video-to-gif.gif,seven-eleven,ok,1382142,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69043_ezgif.com-video-to-gif.gif
649dcf1_Finn-Astle-Creative-SevenEleven5.png,seven-eleven,ok,319435,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e3b8ae4f59b08f1649dcf1_Finn%20Astle%20Creative%20SevenEleven5.png
ff69040_Welly-Adults-Finn-Astle.png,freelance-writing,ok,65630,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69040_Welly%20Adults%20Finn%20Astle.png
ff6904d_Finn-Astle-Content-and-brand-strategy.png,freelance-writing,ok,55724,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6904d_Finn%20Astle%20Content%20and%20brand%20strategy.png
ff69050_Finn-Astle-Copywriting-Business.png,freelance-writing,ok,38553,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff69050_Finn%20Astle%20Copywriting%20Business.png
ff6904f_Finn-Astle-Copywriting-CTA.png,freelance-writing,ok,18104,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/65fb97bf71a790050ff6904f_Finn%20Astle%20Copywriting%20CTA.png
93a0020_Screen-Shot-2024-10-03-at-4.55.35-pm.jpg,freelance-writing,ok,476851,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/66fe402a7bcf2cef893a0020_Screen%20Shot%202024-10-03%20at%204.55.35%20pm.jpg
2255cec_Screen-Shot-2024-10-03-at-4.59.45-pm.jpg,freelance-writing,ok,112367,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/66fe410f277bc48e82255cec_Screen%20Shot%202024-10-03%20at%204.59.45%20pm.jpg
629c676_Untitled-24.png,freelance-writing,ok,209138,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5c368873fb40cb629c676_Untitled-24.png
782adf2_Untitled-25.png,freelance-writing,ok,126736,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5c368ec21db927782adf2_Untitled-25.png
a6e9f95_Untitled-22.png,freelance-writing,ok,65296,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5c3689faf144dca6e9f95_Untitled-22.png
ca3cf1f_Untitled-21.png,freelance-writing,ok,285030,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5c36829bd008a3ca3cf1f_Untitled-21.png
03d56f5_Untitled-21.png,freelance-writing,ok,198473,https://cdn.prod.website-files.com/65fb97bf71a790050ff68f22/67e5c3cfa20360c4a03d56f5_Untitled-21.png
